movie_title,genres,duration,content_rating,budget,imdb_score
Independence Day: Resurgence,Action|Adventure|Sci-Fi,120,PG-13,165000000,5.5
How to Train Your Dragon,Adventure|Animation|Family|Fantasy,98,PG,165000000,8.2
Terminator 3: Rise of the Machines,Action|Sci-Fi,109,R,200000000,6.4
Guardians of the Galaxy,Action|Adventure|Sci-Fi,121,PG-13,170000000,8.1
Interstellar,Adventure|Drama|Sci-Fi,169,PG-13,165000000,8.6
Inception,Action|Adventure|Sci-Fi|Thriller,148,PG-13,160000000,8.8
The Hobbit: An Unexpected Journey,Adventure|Fantasy,182,PG-13,180000000,7.9
The Fast and the Furious,Action|Crime|Thriller,106,PG-13,38000000,6.7
The Curious Case of Benjamin Button,Drama|Fantasy|Romance,166,PG-13,150000000,7.8
X-Men: First Class,Action|Adventure|Sci-Fi,132,PG-13,160000000,7.8
The Hunger Games: Mockingjay - Part 2,Adventure|Sci-Fi,137,PG-13,160000000,6.6
The Sorcerer's Apprentice,Action|Adventure|Family|Fantasy,109,PG,150000000,6.1
Poseidon,Action|Adventure|Drama|Thriller,98,PG-13,160000000,5.6
Alice Through the Looking Glass,Adventure|Family|Fantasy,113,PG,170000000,6.4
Shrek the Third,Adventure|Animation|Comedy|Family|Fantasy,93,PG,160000000,6.1
Warcraft,Action|Adventure|Fantasy,123,PG-13,160000000,7.3
Terminator Genisys,Action|Adventure|Sci-Fi,126,PG-13,155000000,6.6
The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure|Family|Fantasy,113,PG,155000000,6.3
Pearl Harbor,Action|Drama|History|Romance|War,184,PG-13,140000000,6.1
Transformers,Action|Adventure|Sci-Fi,144,PG-13,150000000,7.1
Alexander,Action|Adventure|Biography|Drama|History|Romance|War,206,R,155000000,5.5
Harry Potter and the Order of the Phoenix,Adventure|Family|Fantasy|Mystery,138,PG-13,150000000,7.5
Harry Potter and the Goblet of Fire,Adventure|Family|Fantasy|Mystery,157,PG-13,150000000,7.6
Hancock,Action|Drama,102,PG-13,150000000,6.4
I Am Legend,Drama|Horror|Sci-Fi,104,PG-13,150000000,7.2
Charlie and the Chocolate Factory,Adventure|Comedy|Family|Fantasy,115,PG,150000000,6.7
Ratatouille,Animation|Comedy|Family|Fantasy,111,G,150000000,8
Batman Begins,Action|Adventure,128,PG-13,150000000,8.3
Madagascar: Escape 2 Africa,Action|Adventure|Animation|Comedy|Family,89,PG,150000000,6.7
Night at the Museum: Battle of the Smithsonian,Adventure|Comedy|Family|Fantasy,105,PG,150000000,5.9
X-Men Origins: Wolverine,Action|Adventure|Fantasy|Sci-Fi|Thriller,119,PG-13,150000000,6.7
The Matrix Revolutions,Action|Sci-Fi,129,R,150000000,6.7
Frozen,Adventure|Animation|Comedy|Family|Fantasy|Musical,102,PG,150000000,7.6
The Matrix Reloaded,Action|Sci-Fi,138,R,150000000,7.2
Thor: The Dark World,Action|Adventure|Fantasy,112,PG-13,170000000,7.1
Mad Max: Fury Road,Action|Adventure|Sci-Fi|Thriller,120,R,150000000,8.1
Angels & Demons,Mystery|Thriller,146,PG-13,150000000,6.7
Thor,Action|Adventure|Fantasy,115,PG-13,150000000,7
Bolt,Adventure|Animation|Comedy|Drama|Family,96,PG,150000000,6.9
G-Force,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,88,PG,150000000,5.1
Wrath of the Titans,Action|Adventure|Fantasy,99,PG-13,150000000,5.8
Dark Shadows,Comedy|Fantasy|Horror,113,PG-13,100000000,6.2
Mission: Impossible - Rogue Nation,Action|Adventure|Thriller,131,PG-13,150000000,7.4
The Wolfman,Drama|Fantasy|Horror|Thriller,119,R,150000000,5.8
The Legend of Tarzan,Action|Adventure|Drama|Romance,110,PG-13,180000000,6.6
Bee Movie,Adventure|Animation|Comedy|Family,91,PG,150000000,6.2
Kung Fu Panda 2,Action|Adventure|Animation|Comedy|Family,90,PG,150000000,7.3
The Last Airbender,Action|Adventure|Family|Fantasy,103,PG,150000000,4.2
Mission: Impossible III,Action|Adventure|Thriller,124,PG-13,150000000,6.9
White House Down,Action|Drama|Thriller,131,PG-13,150000000,6.4
Mars Needs Moms,Action|Adventure|Animation|Comedy|Family|Sci-Fi,88,PG,150000000,5.4
Flushed Away,Adventure|Animation|Comedy|Family,85,PG,149000000,6.7
Pan,Adventure|Family|Fantasy,111,PG,150000000,5.8
Mr. Peabody & Sherman,Adventure|Animation|Comedy|Family|Sci-Fi,92,PG,145000000,6.9
Troy,Adventure,196,R,175000000,7.2
Madagascar 3: Europe's Most Wanted,Adventure|Animation|Comedy|Family,93,PG,145000000,6.9
Die Another Day,Action|Adventure|Thriller,133,PG-13,142000000,6.1
Ghostbusters,Action|Comedy|Fantasy|Sci-Fi,116,PG-13,144000000,5.5
Armageddon,Action|Adventure|Sci-Fi|Thriller,153,PG-13,140000000,6.6
Men in Black II,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,88,PG-13,140000000,6.1
Beowulf,Action|Adventure|Animation|Fantasy,115,PG-13,150000000,6.3
Kung Fu Panda 3,Action|Adventure|Animation|Comedy|Family,95,PG,145000000,7.2
Mission: Impossible - Ghost Protocol,Action|Adventure|Thriller,133,PG-13,145000000,7.4
Rise of the Guardians,Adventure|Animation|Family|Fantasy,97,PG,145000000,7.3
Fun with Dick and Jane,Comedy|Crime,90,PG-13,100000000,6.1
The Last Samurai,Action|Drama|History|War,154,R,140000000,7.7
Exodus: Gods and Kings,Action|Adventure|Drama,150,PG-13,140000000,6.1
Star Trek,Action|Adventure|Sci-Fi,127,PG-13,150000000,8
Spider-Man,Action|Adventure|Fantasy|Romance,121,PG-13,139000000,7.3
How to Train Your Dragon 2,Action|Adventure|Animation|Comedy|Family|Fantasy,102,PG,145000000,7.9
Gods of Egypt,Action|Adventure|Fantasy,126,PG-13,140000000,5.5
Stealth,Action|Adventure|Sci-Fi|Thriller,121,PG-13,135000000,5
Watchmen,Action|Drama|Mystery|Sci-Fi,215,R,130000000,7.7
Lethal Weapon 4,Action|Crime|Thriller,127,R,140000000,6.6
Hulk,Action|Sci-Fi,138,PG-13,137000000,5.7
G.I. Joe: Retaliation,Action|Adventure|Sci-Fi|Thriller,122,PG-13,130000000,5.8
Sahara,Action|Adventure|Comedy|Thriller,124,PG-13,130000000,6
Final Fantasy: The Spirits Within,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,106,PG-13,137000000,6.4
Captain America: The First Avenger,Action|Adventure|Sci-Fi,124,PG-13,140000000,6.9
The World Is Not Enough,Action|Adventure|Thriller,128,PG-13,135000000,6.4
Master and Commander: The Far Side of the World,Action|Adventure|Drama|History|War,138,PG-13,150000000,7.4
The Twilight Saga: Breaking Dawn - Part 2,Adventure|Drama|Fantasy|Romance,115,PG-13,120000000,5.5
Happy Feet 2,Animation|Comedy|Family|Musical,100,PG,135000000,5.9
The Incredible Hulk,Action|Adventure|Sci-Fi,135,PG-13,150000000,6.8
Miami Vice,Action|Crime|Drama|Mystery|Thriller,60,TV-14,1500000,7.5
The BFG,Adventure|Family|Fantasy,117,PG,140000000,6.8
The Revenant,Adventure|Drama|Thriller|Western,156,R,135000000,8.1
Turbo,Adventure|Animation|Comedy|Family|Sport,96,PG,135000000,6.5
Rango,Adventure|Animation|Comedy|Family|Western,107,PG,135000000,7.2
Penguins of Madagascar,Adventure|Animation|Comedy|Family,92,PG,132000000,6.7
The Bourne Ultimatum,Action|Mystery|Thriller,115,PG-13,110000000,8.1
Kung Fu Panda,Action|Adventure|Animation|Comedy|Family,92,PG,130000000,7.6
Ant-Man,Action|Adventure|Comedy|Sci-Fi,117,PG-13,130000000,7.4
The Hunger Games: Catching Fire,Adventure|Sci-Fi|Thriller,146,PG-13,130000000,7.6
The Twilight Saga: Breaking Dawn - Part 2,Adventure|Drama|Fantasy|Romance,115,PG-13,120000000,5.5
Home,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,94,PG,135000000,6.7
War of the Worlds,Adventure|Sci-Fi|Thriller,116,PG-13,132000000,6.5
Bad Boys II,Action|Comedy|Crime|Thriller,147,R,130000000,6.6
Puss in Boots,Action|Adventure|Animation|Comedy|Family|Fantasy,90,PG,130000000,6.7
Salt,Action|Crime|Mystery|Thriller,101,PG-13,110000000,6.4
Noah,Action|Adventure|Drama,138,PG-13,125000000,5.8
The Adventures of Tintin,Action|Adventure|Family|Mystery,107,PG,135000000,7.4
Harry Potter and the Prisoner of Azkaban,Adventure|Family|Fantasy|Mystery,142,PG,130000000,7.8
Australia,Adventure|Drama|Romance|War,165,PG-13,130000000,6.6
After Earth,Action|Adventure|Sci-Fi,100,PG-13,130000000,4.9
Dinosaur,Adventure|Animation|Family|Thriller,82,PG,127500000,6.5
Night at the Museum: Secret of the Tomb,Adventure|Comedy|Family|Fantasy,98,PG,127000000,6.2
Megamind,Action|Animation|Comedy|Family|Sci-Fi,95,PG,130000000,7.3
Harry Potter and the Sorcerer's Stone,Adventure|Family|Fantasy,159,PG,125000000,7.5
R.I.P.D.,Action|Comedy|Fantasy,96,PG-13,130000000,5.6
Pirates of the Caribbean: The Curse of the Black Pearl,Action|Adventure|Fantasy,143,PG-13,140000000,8.1
The Hunger Games: Mockingjay - Part 1,Adventure|Sci-Fi|Thriller,123,PG-13,125000000,6.7
The Da Vinci Code,Mystery|Thriller,174,PG-13,125000000,6.6
Rio 2,Adventure|Animation|Comedy|Family|Musical,101,G,103000000,6.4
X-Men 2,Action|Adventure|Fantasy|Sci-Fi|Thriller,134,PG-13,110000000,7.5
Fast Five,Action|Crime|Thriller,132,PG-13,125000000,7.3
Sherlock Holmes: A Game of Shadows,Action|Adventure|Crime|Mystery|Thriller,129,PG-13,125000000,7.5
Clash of the Titans,Action|Adventure|Fantasy,106,PG-13,125000000,5.8
Total Recall,Action|Sci-Fi,113,R,65000000,7.5
The 13th Warrior,Action|Adventure|History,102,R,85000000,6.6
The Bourne Legacy,Action|Adventure|Thriller,135,PG-13,125000000,6.7
Batman & Robin,Action,125,PG-13,125000000,3.7
How the Grinch Stole Christmas,Comedy|Family|Fantasy,110,PG,123000000,6
The Day After Tomorrow,Action|Adventure|Sci-Fi|Thriller,124,PG-13,125000000,6.4
Mission: Impossible II,Action|Adventure|Thriller,123,PG-13,125000000,6.1
The Perfect Storm,Action|Adventure|Drama|Thriller,130,PG-13,140000000,6.4
Fantastic 4: Rise of the Silver Surfer,Action|Adventure|Sci-Fi|Thriller,92,PG,130000000,5.6
Life of Pi,Adventure|Drama|Fantasy,127,PG,120000000,8
Ghost Rider,Action|Fantasy|Thriller,123,PG-13,110000000,5.2
Jason Bourne,Action|Thriller,123,PG-13,120000000,7.1
Charlie's Angels: Full Throttle,Action|Adventure|Comedy|Crime,107,PG-13,120000000,4.8
Prometheus,Adventure|Mystery|Sci-Fi,124,R,130000000,7
Stuart Little 2,Adventure|Animation|Comedy|Family|Fantasy,77,PG,120000000,5.4
Elysium,Action|Drama|Sci-Fi|Thriller,109,R,115000000,6.6
The Chronicles of Riddick,Action|Adventure|Sci-Fi|Thriller,134,PG-13,105000000,6.7
RoboCop,Action|Crime|Sci-Fi|Thriller,117,PG-13,100000000,6.2
Speed Racer,Action|Family|Sport,135,PG,120000000,6.1
How Do You Know,Comedy|Drama|Romance,121,PG-13,120000000,5.3
Knight and Day,Action|Comedy|Romance,117,PG-13,117000000,6.3
Oblivion,Action|Adventure|Mystery|Sci-Fi,124,PG-13,120000000,7
Star Wars: Episode III - Revenge of the Sith,Action|Adventure|Fantasy|Sci-Fi,140,PG-13,113000000,7.6
Star Wars: Episode II - Attack of the Clones,Action|Adventure|Fantasy|Sci-Fi,142,PG,115000000,6.7
"Monsters, Inc. ",Adventure|Animation|Comedy|Family|Fantasy,92,G,115000000,8.1
The Wolverine,Action|Adventure|Sci-Fi|Thriller,138,PG-13,120000000,6.7
Star Wars: Episode I - The Phantom Menace,Action|Adventure|Fantasy|Sci-Fi,136,PG,115000000,6.5
The Croods,Adventure|Animation|Comedy|Family|Fantasy,98,PG,135000000,7.3
Windtalkers,Action|Drama|War,153,R,115000000,6
The Huntsman: Winter's War,Action|Adventure|Drama|Fantasy,120,PG-13,115000000,6.1
Teenage Mutant Ninja Turtles,Action|Adventure|Comedy|Sci-Fi,101,PG-13,125000000,5.9
Gravity,Adventure|Drama|Sci-Fi|Thriller,91,PG-13,100000000,7.8
Dante's Peak,Action|Adventure|Thriller,108,PG-13,116000000,5.8
Teenage Mutant Ninja Turtles: Out of the Shadows,Action|Adventure|Comedy|Sci-Fi,112,PG-13,135000000,6.3
Fantastic Four,Action|Adventure|Sci-Fi,100,PG-13,120000000,4.3
Night at the Museum,Action|Adventure|Comedy|Family|Fantasy,108,PG,110000000,6.4
San Andreas,Action|Adventure|Drama|Thriller,114,PG-13,110000000,6.1
Tomorrow Never Dies,Action|Adventure|Thriller,119,PG-13,110000000,6.5
The Patriot,Action|Drama|History|War,142,R,110000000,7.1
Ocean's Twelve,Crime|Thriller,125,PG-13,110000000,6.4
Mr. & Mrs. Smith,Action|Comedy|Crime|Romance|Thriller,126,PG-13,120000000,6.5
Insurgent,Adventure|Sci-Fi|Thriller,119,PG-13,110000000,6.3
The Aviator,Biography|Drama,170,PG-13,110000000,7.5
Gulliver's Travels,Adventure|Comedy|Family|Fantasy,85,PG,112000000,4.9
The Green Hornet,Action|Comedy|Crime|Sci-Fi|Thriller,119,PG-13,120000000,5.8
300: Rise of an Empire,Action|Drama|Fantasy|War,102,R,110000000,6.2
The Smurfs,Adventure|Animation|Comedy|Family|Fantasy,103,PG,110000000,5.5
Home on the Range,Animation|Comedy|Family|Music|Western,76,PG,110000000,5.4
Allegiant,Action|Adventure|Mystery|Sci-Fi|Thriller,120,PG-13,110000000,5.8
Real Steel,Action|Drama|Sci-Fi|Sport,127,PG-13,110000000,7.1
The Smurfs 2,Adventure|Animation|Comedy|Family|Fantasy,105,PG,105000000,5.4
Speed 2: Cruise Control,Action|Crime|Romance|Thriller,121,PG-13,160000000,3.7
Ender's Game,Action|Sci-Fi,114,PG-13,110000000,6.7
Live Free or Die Hard,Action|Adventure|Thriller,129,PG-13,110000000,7.2
The Lord of the Rings: The Fellowship of the Ring,Action|Adventure|Drama|Fantasy,171,PG-13,93000000,8.8
Around the World in 80 Days,Action|Adventure|Comedy,120,PG,110000000,5.8
Ali,Biography|Drama|Sport,165,R,107000000,6.8
The Cat in the Hat,Adventure|Comedy|Family|Fantasy,82,PG,109000000,3.8
"I, Robot ",Action|Mystery|Sci-Fi|Thriller,115,PG-13,120000000,7.1
Kingdom of Heaven,Action|Adventure|Drama|History|War,194,R,130000000,7.2
Stuart Little,Adventure|Comedy|Family|Fantasy,84,PG,133000000,5.9
The Princess and the Frog,Animation|Family|Fantasy|Musical|Romance,97,G,105000000,7.1
The Martian,Adventure|Drama|Sci-Fi,151,PG-13,108000000,8.1
The Island,Action|Adventure|Romance|Sci-Fi|Thriller,136,PG-13,126000000,6.9
Town & Country,Comedy|Romance,104,R,90000000,4.4
Gone in Sixty Seconds,Action|Crime|Thriller,127,PG-13,90000000,6.5
Gladiator,Action|Drama|Romance,171,R,103000000,8.5
Minority Report,Action|Mystery|Sci-Fi|Thriller,145,PG-13,102000000,7.7
Harry Potter and the Chamber of Secrets,Adventure|Family|Fantasy|Mystery,174,PG,100000000,7.4
Casino Royale,Action|Adventure|Thriller,144,PG-13,150000000,8
Planet of the Apes,Action|Adventure|Sci-Fi|Thriller,119,PG-13,100000000,5.7
Terminator 2: Judgment Day,Action|Sci-Fi,153,R,102000000,8.5
Public Enemies,Biography|Crime|Drama|History|Romance,140,R,100000000,7
American Gangster,Biography|Crime|Drama,176,R,100000000,7.8
True Lies,Action|Comedy|Thriller,141,R,115000000,7.2
The Taking of Pelham 1 2 3,Action|Crime|Thriller,106,R,100000000,6.4
Little Fockers,Comedy|Romance,98,PG-13,100000000,5.5
The Other Guys,Action|Comedy|Crime,116,PG-13,100000000,6.7
Eraser,Action|Drama|Mystery|Thriller,115,R,100000000,6.1
Django Unchained,Drama|Western,165,R,100000000,8.5
The Hunchback of Notre Dame,Animation|Drama|Family|Musical|Romance,91,G,100000000,6.9
The Emperor's New Groove,Adventure|Animation|Comedy|Family|Fantasy,78,G,100000000,7.3
The Expendables 2,Action|Adventure|Thriller,103,R,92000000,6.7
National Treasure,Action|Adventure|Comedy|Family|Mystery,131,PG,100000000,6.9
Eragon,Action|Adventure|Family|Fantasy,104,PG,100000000,5.1
Where the Wild Things Are,Adventure|Drama|Family|Fantasy,101,PG,100000000,6.8
Pan,Adventure|Family|Fantasy,111,PG,150000000,5.8
Epic,Adventure|Animation|Family|Fantasy,102,PG,100000000,6.7
The Tourist,Action|Romance|Thriller,103,PG-13,100000000,6
End of Days,Action|Fantasy|Horror|Mystery,121,R,83000000,5.7
Blood Diamond,Adventure|Drama|Thriller,143,R,100000000,8
The Wolf of Wall Street,Biography|Comedy|Crime|Drama,240,R,100000000,8.2
Batman Forever,Action|Adventure|Fantasy,121,PG-13,100000000,5.4
Starship Troopers,Action|Sci-Fi|War,129,R,105000000,7.2
Cloud Atlas,Drama|Sci-Fi,172,R,102000000,7.5
Legend of the Guardians: The Owls of Ga'Hoole,Action|Adventure|Animation|Family|Fantasy,101,PG,80000000,7
Catwoman,Action|Crime|Fantasy|Romance|Thriller,87,PG-13,100000000,3.3
Hercules,Action|Adventure,101,PG-13,100000000,6
Treasure Planet,Adventure|Animation|Family|Sci-Fi,95,PG,140000000,7.1
Land of the Lost,Adventure|Comedy|Sci-Fi,102,PG-13,100000000,5.4
The Expendables 3,Action|Adventure|Thriller,131,PG-13,90000000,6.1
Point Break,Action|Crime|Sport|Thriller,114,PG-13,105000000,5.3
Son of the Mask,Comedy|Family|Fantasy,94,PG,84000000,2.2
In the Heart of the Sea,Action|Adventure|Biography|Drama|History|Thriller,122,PG-13,100000000,7
The Adventures of Pluto Nash,Action|Comedy|Sci-Fi,95,PG-13,100000000,3.8
Green Zone,Action|Drama|Thriller|War,115,R,100000000,6.9
The Peanuts Movie,Adventure|Animation|Comedy|Family,88,G,99000000,7.2
The Spanish Prisoner,Drama|Mystery|Thriller,110,PG,10000000,7.3
The Mummy Returns,Action|Adventure|Fantasy|Thriller,130,PG-13,98000000,6.3
Gangs of New York,Crime|Drama,216,R,100000000,7.5
The Flowers of War,Drama|History|Romance|War,146,R,94000000,7.6
Surf's Up,Animation|Comedy|Family|Sport,85,PG,100000000,6.8
The Stepford Wives,Comedy|Sci-Fi|Thriller,93,PG-13,90000000,5.2
Black Hawk Down,Drama|History|War,152,R,92000000,7.7
The Campaign,Comedy,85,R,95000000,6.2
The Fifth Element,Action|Adventure|Sci-Fi,126,PG-13,93000000,7.7
Sex and the City 2,Comedy|Drama|Romance,146,R,100000000,4.3
The Road to El Dorado,Adventure|Animation|Comedy|Family|Romance,89,PG,95000000,6.9
Ice Age: Continental Drift,Adventure|Animation|Comedy|Family,88,PG,95000000,6.6
Cinderella,Drama|Family|Fantasy|Romance,105,PG,95000000,7
The Lovely Bones,Drama|Fantasy|Thriller,135,PG-13,65000000,6.7
Finding Nemo,Adventure|Animation|Comedy|Family,100,G,94000000,8.2
The Lord of the Rings: The Return of the King,Action|Adventure|Drama|Fantasy,192,PG-13,94000000,8.9
The Lord of the Rings: The Two Towers,Action|Adventure|Drama|Fantasy,172,PG-13,94000000,8.7
Seventh Son,Action|Adventure|Fantasy,102,PG-13,95000000,5.5
Lara Croft: Tomb Raider,Action|Adventure|Fantasy|Thriller,100,PG-13,115000000,5.7
Transcendence,Drama|Mystery|Romance|Sci-Fi|Thriller,119,PG-13,100000000,6.3
Jurassic Park III,Action|Adventure|Sci-Fi|Thriller,92,PG-13,93000000,5.9
Rise of the Planet of the Apes,Action|Drama|Sci-Fi|Thriller,105,PG-13,93000000,7.6
The Spiderwick Chronicles,Adventure|Family|Fantasy,107,PG,90000000,6.6
A Good Day to Die Hard,Action|Thriller,101,R,92000000,5.3
The Alamo,Drama|History|War|Western,137,PG-13,107000000,6
The Incredibles,Action|Adventure|Animation|Family,115,PG,92000000,8
Cutthroat Island,Action|Adventure|Comedy,124,PG-13,98000000,5.6
Percy Jackson & the Olympians: The Lightning Thief,Adventure|Family|Fantasy,118,PG,95000000,5.9
